chrom	locus	3D_x	3D_y	3D_z

14	6850000	147.819	66.526	183.802

1	28650000	-7.836	162.674	117.122

5	147250000	165.074	109.540	41.491

14	58250000	64.397	36.677	73.723

12	6350000	8.073	165.838	108.001

11	56000000	45.938	120.097	75.682

2	161000000	142.496	184.457	12.746

11	82750000	55.046	210.275	107.348

5	3050000	52.741	51.134	166.960

4	75150000	174.149	77.075	102.098

11	26650000	-4.140	15.634	108.340

20	28600000	32.172	51.264	102.388

8	21350000	116.561	8.484	82.008

6	30900000	63.364	109.469	10.995

18	73900000	196.228	74.720	116.267

7	61700000	110.366	88.905	147.014

1	32950000	33.115	182.850	81.099

3	85400000	179.776	24.342	34.356

4	189600000	55.424	59.088	69.735

1	217550000	136.472	32.686	64.480

12	29450000	101.634	147.269	175.440

19	58150000	142.716	74.636	79.650

7	97600000	192.740	105.879	153.477

4	116400000	124.164	222.127	96.683

17	60100000	126.322	166.375	152.057

9	49650000	57.259	189.760	94.198

2	242645609	128.663	158.415	83.497

3	89900000	147.973	111.413	81.156

2	56100000	170.890	81.457	155.142

1	232850000	64.649	50.884	42.377

11	108050000	58.589	128.233	190.266

15	2800000	87.113	126.168	141.057

4	98750000	146.203	180.205	130.626

7	72900000	147.719	118.548	103.998

4	80300000	165.019	73.580	80.133

10	46200000	56.324	112.635	63.465

14	44150000	152.959	0.320	57.942

15	36750000	141.866	196.018	117.389

2	20600000	61.903	62.054	142.791

6	158950000	172.283	52.649	70.541

5	80300000	46.973	133.184	106.781

12	74150000	224.345	50.830	110.410

13	90900000	93.023	86.752	158.507

6	122250000	135.564	89.004	207.778

2	179950000	174.779	128.989	44.670

6	144050000	162.968	56.995	145.475

21	35650000	78.355	53.662	204.526

3	169600000	75.069	159.537	60.132

17	23500000	72.791	132.774	16.660

3	37950000	71.150	40.779	82.474

12	21500000	70.509	51.979	217.486

8	96000000	172.952	136.989	81.557

17	36600000	26.708	131.061	97.150

8	2450000	54.261	42.548	105.517

21	39150000	75.681	-10.891	113.138

7	119300000	84.600	68.234	193.568

8	9200000	87.517	35.597	91.352

2	145550000	86.535	205.266	43.870

15	45050000	175.962	158.149	32.895

4	175050000	56.146	86.268	33.548

2	131600000	140.577	199.045	78.655

15	37600000	111.751	200.177	129.077

3	185250000	42.440	171.565	72.900

1	29800000	5.443	158.446	110.543

2	191050000	153.117	121.152	-44.130

15	12900000	122.269	76.517	16.558

11	45450000	53.769	93.766	18.315

5	8350000	102.485	45.019	169.226

10	38800000	46.371	152.291	153.905

11	75450000	168.695	136.295	75.014

2	211100000	212.477	64.580	6.460

6	113850000	173.665	165.155	135.446

5	107250000	171.064	207.013	89.162

9	11900000	118.458	199.341	155.262

11	126600000	142.263	82.579	176.799

10	26600000	81.238	190.873	107.416

19	13200000	54.695	132.643	154.710

9	4650000	174.708	110.181	140.609

2	110100000	124.615	164.471	127.870

16	4350000	170.469	13.672	85.083

5	5750000	71.329	60.980	154.338

7	138550000	150.716	20.885	132.477

14	26750000	188.375	93.878	41.503

5	97750000	107.997	214.464	107.148

13	81650000	132.816	54.103	192.288

6	65200000	28.698	114.295	187.546

6	101550000	127.431	160.475	167.865

3	64350000	129.743	0.972	78.934

3	68700000	129.558	0.623	17.480

11	51150000	31.147	103.900	89.057

17	3050000	104.690	-15.484	104.875

1	20000000	-15.742	118.495	124.694

6	160100000	161.445	28.173	84.818

11	69600000	194.967	92.896	53.640

7	33100000	53.642	141.473	63.921

16	62750000	67.579	188.776	51.183

22	30450000	126.119	129.108	-14.850

1	159700000	80.086	61.349	187.468

3	166300000	131.434	204.386	71.037

13	62450000	45.919	-20.081	131.083

16	2700000	156.670	15.046	142.251

1	94050000	148.861	178.038	140.305

14	6700000	132.532	77.420	178.162

3	50750000	42.003	10.901	12.778

10	134574884	179.647	116.123	74.624

14	61750000	68.154	2.332	130.223

2	67950000	102.006	156.145	199.406

4	7950000	87.008	25.419	140.982

16	11250000	110.096	-16.245	102.293

7	110900000	145.077	80.239	189.914

12	101650000	119.334	11.893	55.969

2	65600000	131.771	137.041	179.220

5	104650000	158.394	189.315	120.192

6	19250000	27.399	43.149	116.640

6	129950000	189.807	90.364	184.683

10	133900000	172.963	59.695	150.776

4	124300000	90.309	175.305	108.188

5	51450000	134.517	178.429	198.505

15	63900000	3.846	116.572	172.916

4	122350000	105.422	177.372	88.299

8	129150000	85.503	121.680	36.625

19	52050000	101.653	11.396	26.109

5	63650000	95.427	190.927	156.570

21	6450000	111.434	89.414	129.238

8	130100000	88.643	110.410	31.166

11	116050000	154.574	150.297	176.393

5	125350000	179.320	153.000	62.954

5	116350000	105.947	177.626	32.804

9	93200000	51.735	140.973	141.628

7	158711765	110.790	123.181	47.111

3	165650000	137.806	196.074	72.073

7	5300000	163.371	146.492	12.609

10	31750000	92.785	162.887	124.665

17	47700000	167.737	179.673	106.200

9	114700000	61.905	79.007	183.466

7	24300000	115.769	133.962	26.812

6	28850000	58.096	97.969	42.256

2	15850000	89.608	33.816	108.450

2	8600000	19.148	96.351	123.021

3	95400000	203.998	105.077	53.289

11	29900000	6.645	26.505	61.890

1	88950000	158.515	154.747	122.455

2	114900000	198.252	191.934	78.907

11	119450000	182.912	108.091	126.387

12	54450000	155.205	165.875	85.867

4	109750000	167.276	130.926	49.077

5	173300000	65.646	49.875	63.199

2	54900000	176.020	65.586	162.047

1	40200000	47.865	171.758	127.074

22	12600000	49.200	57.096	22.175

14	67150000	58.328	54.233	154.730

17	17250000	162.634	63.999	50.246

3	44250000	21.058	49.877	68.084

13	49400000	15.139	86.828	79.646

4	89050000	196.540	135.910	93.467

11	15450000	96.820	14.667	68.793

7	365805	126.836	65.278	70.798

7	93750000	177.701	131.472	177.739

3	134000000	95.083	138.270	-40.656

1	159200000	65.839	66.901	178.493

4	119200000	118.142	184.205	90.022

17	52500000	80.612	186.296	100.516

1	131100000	53.345	175.443	60.547

8	50550000	138.457	72.262	206.461

12	3800000	43.384	188.809	85.134

6	156250000	180.062	39.469	118.732

7	30200000	85.514	112.108	30.018

6	130150000	191.055	92.493	178.903

9	34100000	111.336	28.779	91.166

2	77550000	203.474	120.011	146.636

2	186700000	152.734	121.168	-17.455

11	49450000	67.847	100.432	54.665

4	125300000	76.281	192.848	108.419

1	99750000	158.172	138.990	150.478

20	15400000	21.818	161.620	65.639

16	56400000	64.372	173.188	10.250

9	129550000	13.494	76.813	69.491

14	16450000	48.503	96.388	22.995

15	6700000	164.429	44.011	108.604

22	10250000	54.753	108.604	119.884

19	58559262	138.730	70.977	122.455

7	143700000	97.375	39.622	130.103

15	83600000	78.794	26.941	47.112

3	140950000	105.413	117.836	20.067

19	51300000	118.683	4.623	24.039

4	55200000	178.190	61.158	136.833

8	142300000	88.480	87.008	18.485

1	46100000	68.170	141.677	65.857

4	68250000	160.753	121.633	138.304

8	20250000	101.832	11.072	98.993

14	95500000	17.700	161.290	89.380

12	95750000	135.403	45.185	55.134

1	230450000	84.415	21.404	36.959

17	47950000	163.205	183.094	107.810

10	69500000	-14.854	68.754	37.376

11	91200000	36.391	141.573	134.905

2	150800000	92.778	174.480	44.110

15	28600000	130.564	133.726	170.396

9	49700000	51.724	188.017	88.319

18	14500000	108.367	93.080	27.332

1	42800000	50.288	186.245	89.696

10	22750000	69.309	180.523	61.705

9	109200000	101.318	62.201	166.328

1	52350000	68.620	145.212	50.177

7	88300000	121.483	120.491	217.516

12	17500000	26.526	73.970	207.060

21	23450000	51.411	45.617	12.204

3	127500000	24.406	88.659	-38.278

8	14300000	51.642	29.827	155.035

2	238100000	156.285	-9.332	150.006

6	85900000	84.709	184.520	124.145

14	52150000	118.621	41.800	41.438

6	28050000	74.658	96.674	47.525

12	38550000	135.989	59.874	174.611

21	29500000	-5.591	33.614	98.117

5	108150000	166.031	183.357	95.559

14	75050000	86.784	147.011	178.508

6	69050000	30.055	136.333	151.834

4	160800000	-9.067	148.128	107.571

2	146000000	88.052	197.596	51.510

11	118500000	181.824	122.901	130.854

18	9150000	111.552	105.658	-2.082

16	39250000	51.733	137.555	68.060

10	1550000	144.953	124.352	84.025

1	213450000	167.578	22.007	68.443

5	30500000	122.761	116.615	202.063

2	207400000	162.696	60.346	-8.636

16	46850000	67.793	106.292	0.445

2	42700000	76.581	115.647	184.517

4	190835131	10.424	175.375	167.263

15	52850000	101.767	194.932	64.217

1	43400000	43.835	182.615	85.343

9	28050000	133.441	33.404	28.498

10	82300000	36.842	61.168	80.042

7	158918236	90.385	156.403	46.139

1	178050000	70.113	39.053	153.822

10	127850000	122.371	19.142	154.720

7	57350000	59.300	144.969	145.579

9	7350000	144.764	134.149	159.898

15	34450000	192.610	153.889	90.650

6	113200000	169.190	160.200	116.795

15	99050000	105.955	12.049	64.276

17	45750000	202.037	175.077	72.300

2	37000000	102.774	71.708	151.067

2	132100000	124.188	202.902	83.891

1	148750000	45.082	126.187	184.685

6	84250000	73.862	165.624	137.705

12	104100000	142.019	32.175	34.593

1	159850000	85.350	59.803	189.991

9	4400000	178.243	115.935	138.702

10	19150000	51.976	191.711	47.833

4	81500000	185.726	90.060	70.346

7	92150000	160.952	121.493	174.443

9	94250000	67.323	118.045	122.016

14	80100000	21.613	62.329	35.881

12	124550000	59.145	78.914	27.553

5	21150000	81.481	105.502	146.214

16	86950000	113.564	92.626	160.794

16	59050000	86.240	206.490	6.195

5	50000000	118.754	156.127	166.226

12	44700000	181.745	121.751	179.570

16	68300000	10.321	129.664	118.972

8	138500000	10.706	158.065	80.571

2	111900000	169.812	173.787	102.466

5	131300000	114.761	132.228	38.805

9	134687	84.729	37.320	19.211

15	85500000	82.067	36.998	30.528

5	25250000	86.527	128.709	192.020

8	105750000	145.789	157.854	71.735

9	1950000	162.506	122.963	97.071

6	30250000	62.608	109.910	24.920

13	39500000	130.125	72.435	22.823

6	52050000	21.144	92.555	126.053

3	185900000	54.322	183.075	84.582

16	9500000	118.635	-14.608	99.447

14	79500000	20.635	72.057	37.929

16	6100000	150.829	9.835	50.320

7	72950000	147.502	118.041	103.748

8	71350000	157.451	134.867	190.824

1	48250000	130.641	127.776	49.940

4	27900000	75.183	107.562	212.632

6	164250000	136.552	10.032	150.210

8	500000	139.837	68.844	77.414

13	81300000	125.982	64.561	181.205

3	71800000	163.956	-5.735	88.115

14	27950000	200.279	68.349	48.733

18	48050000	140.636	2.473	136.301

3	68100000	136.906	3.150	27.207

8	118400000	82.509	175.543	99.273

7	141400000	116.062	13.841	135.588

1	167950000	158.632	61.835	165.083

5	63450000	98.419	193.802	157.447

10	23850000	54.680	188.153	75.453

9	104400000	79.873	23.654	125.779

7	45550000	58.644	126.660	78.601

1	167200000	142.220	69.372	160.942

10	22300000	65.078	193.811	62.173

6	164500000	137.855	8.045	148.087

9	138550000	69.115	92.594	10.466

19	26100000	56.166	161.580	97.907

10	119850000	123.932	-22.222	97.676

6	169650000	172.769	30.053	50.461

5	87950000	61.897	193.555	110.666

14	40250000	178.273	-0.657	81.075

2	189527	26.463	85.192	77.865

5	18050000	74.206	84.817	166.603

13	60900000	75.969	-9.966	111.969

9	120700000	117.270	26.794	152.173

7	88900000	131.772	126.939	223.095

5	173000000	66.845	50.595	59.327

12	61400000	217.561	90.192	153.086

9	97850000	43.675	122.464	134.269

13	22750000	122.753	130.543	7.787

7	155800000	172.120	16.912	77.022

18	26650000	60.826	42.631	62.908

4	51450000	123.312	51.801	145.607

2	54450000	171.098	66.402	151.349

19	29750000	127.062	195.253	76.590

13	103450000	161.482	134.887	197.261

22	46550000	18.508	76.621	145.261

2	214200000	151.399	48.923	28.979

11	40357	211.182	57.092	130.371

9	123450000	46.895	43.904	137.959

15	28250000	125.803	134.509	158.455

2	63950000	150.416	118.397	173.929

16	66400000	23.045	100.075	140.427

1	97450000	210.277	129.788	156.907

2	131100000	152.903	191.868	73.897

4	59950000	201.155	107.249	184.448

3	29650000	78.298	49.464	126.400

5	16150000	100.120	79.808	192.278

12	127150000	70.728	-0.263	58.787

1	28800000	-7.869	161.848	113.366

21	44450000	160.781	100.195	177.827

7	78900000	115.795	169.626	183.642

7	87850000	117.248	118.929	208.645

6	125900000	169.380	116.427	173.799

3	650000	86.207	115.652	154.789

7	147400000	80.056	2.456	125.653

2	6000000	37.120	99.752	88.020

10	22700000	69.166	181.647	61.598

7	151650000	135.080	31.392	61.852

2	208900000	185.331	67.877	-13.568

6	137850000	173.158	103.593	103.538

8	101800000	184.593	94.646	49.478

2	205000000	117.947	59.209	7.893

9	91350000	20.064	124.371	127.760

16	68050000	11.618	122.612	119.655

19	58522222	139.874	71.677	117.639

4	7150000	97.463	0.534	140.409

4	71900000	188.477	117.273	130.894

15	89250000	35.422	83.039	19.214

10	11750000	82.169	177.962	18.828

20	59900000	204.926	46.938	114.022

2	93700000	105.172	170.563	151.786

18	68350000	151.846	99.567	194.221

4	175500000	51.137	84.667	22.997

8	99400000	165.897	94.591	57.449

22	4400000	159.289	93.941	142.343

2	60600000	133.326	105.351	182.948

5	52100000	124.571	180.985	197.466

20	10600000	55.681	164.493	8.937

15	86600000	39.236	48.800	40.286

21	19450000	54.691	126.745	12.401

21	28700000	2.476	33.195	85.934

2	175200000	123.710	115.585	66.855

3	182500000	38.087	153.968	64.486

5	176000000	56.034	58.749	88.659

10	86350000	6.110	54.535	110.768

11	17250000	83.973	18.999	31.608

17	51100000	87.470	190.360	82.587

5	99550000	114.322	170.221	111.456

6	158900000	173.140	53.046	70.814

5	105250000	164.656	188.037	122.570

6	125350000	173.778	115.079	196.905

1	114650000	99.997	151.093	178.577

5	57400000	113.549	172.748	160.325

4	75900000	185.177	78.425	95.425

7	48450000	9.228	154.460	121.568

20	56050000	161.583	87.616	178.891

1	158600000	62.339	69.793	180.839

9	17700000	140.782	178.621	88.887

7	65050000	113.332	133.751	128.005

10	95500000	64.685	-6.728	20.054

11	62400000	118.860	139.406	15.281

8	60300000	194.910	68.766	164.181

15	16300000	128.767	60.534	76.169

21	3950000	103.892	74.415	13.251

5	45450000	160.815	136.110	183.870

5	52600000	110.701	169.357	189.740

9	94700000	59.719	117.116	112.311

9	81800000	37.251	36.082	102.008

8	19450000	81.639	8.646	108.009

10	56200000	-33.347	129.993	106.418

4	124150000	92.731	171.055	107.190

8	1	174.963	51.106	52.068

1	96250000	205.435	137.359	146.070

4	156050000	40.180	168.754	43.632

12	73000000	210.152	49.347	124.317

7	253250	131.533	60.917	66.011

11	17200000	83.409	18.054	32.612

19	40450000	107.773	79.874	5.919

8	36750000	83.036	45.333	194.916

15	100900000	130.814	67.219	100.569

6	67400000	13.442	134.915	188.747

1	24500000	1.525	140.636	159.501

20	50700000	92.030	130.856	197.935

4	105850000	190.500	174.200	63.512

17	11100000	196.658	13.474	63.676

17	21750000	97.720	115.500	13.223

7	158785883	103.465	135.107	46.762

15	16800000	171.369	40.385	57.890

1	192850000	125.299	-18.491	137.183

6	6850000	65.245	15.952	63.904

2	60250000	129.817	107.060	179.052

15	78050000	20.789	34.054	112.253

16	65500000	3.173	103.046	131.331

9	71900000	75.726	109.661	107.780

22	8600000	118.551	98.934	130.894

19	25150000	111.654	146.334	123.745

5	156200000	189.745	91.549	86.814

15	56550000	33.536	154.311	113.694

6	44550000	32.364	133.041	53.840

3	187750000	86.853	210.004	110.775

8	700000	126.148	74.309	86.287

2	20100000	68.429	49.433	143.839

7	55800000	64.093	177.064	133.573

10	18800000	59.067	184.962	43.771

7	150250000	133.405	37.591	85.013

7	56300000	67.196	167.345	130.482

7	52700000	21.240	160.635	165.024

22	28800000	178.268	110.735	6.312

2	227300000	139.776	15.342	27.571

6	76600000	55.191	150.011	185.186

4	17150000	62.311	105.643	169.816

15	84350000	96.694	26.713	33.826

16	46250000	53.804	101.559	2.736

1	229200000	72.908	36.561	52.300

10	35100000	55.724	158.638	122.788

2	233550000	180.737	29.132	97.058

10	8900000	67.546	172.718	-2.387

4	23150000	69.326	63.271	194.888

2	7900000	15.792	106.375	121.143

11	52550000	51.676	105.875	84.941

9	108800000	101.619	55.908	162.618

3	17200000	126.199	97.069	140.894

5	72150000	84.427	117.668	115.801

7	109250000	144.548	76.085	210.740

9	109850000	104.734	78.276	166.834

14	43550000	156.922	-6.273	56.747

8	48600000	121.452	69.745	170.740

18	19500000	20.871	108.948	22.094

18	49400000	114.369	5.435	154.818

11	79300000	117.483	166.608	85.125

1	164450000	99.180	68.286	171.381

11	135000000	126.430	78.491	180.438

5	13950000	139.738	65.516	192.567

11	37450000	43.480	70.868	25.327

4	159200000	42.128	140.034	66.437

6	115050000	186.217	162.767	158.779

6	107000000	136.352	166.048	102.187

6	110100000	144.767	156.313	62.795

4	189950000	51.489	76.505	84.005

15	13950000	104.665	56.611	86.658

7	147000000	74.542	3.106	128.684

5	128300000	166.806	149.825	36.887

14	66750000	52.891	43.512	153.391

4	29450000	85.342	103.108	227.953

2	230300000	99.460	8.532	84.293

6	148500000	151.671	61.798	108.146

12	110100000	137.586	143.952	12.341

20	42900000	123.447	-5.297	144.452

6	151450000	188.312	73.388	87.605

8	137000000	18.825	139.330	80.927

6	119600000	141.184	118.916	165.785

9	23200000	91.983	112.622	1.451

20	56800000	171.271	102.060	184.597

7	23200000	104.961	149.807	44.297

1	92850000	116.039	188.830	134.533

9	81000000	38.711	39.304	113.379

2	197650000	91.865	80.628	-8.793

12	84100000	162.167	5.571	108.620

6	77400000	65.574	144.361	193.193

12	43200000	171.621	106.919	191.579

7	81950000	128.727	167.392	210.482

20	1	156.546	55.856	13.948

6	101150000	129.221	161.151	157.181

2	242936827	139.213	182.653	43.432

1	141250000	96.076	98.622	105.887

5	73150000	72.858	115.155	125.438

8	98650000	171.166	108.576	64.599

7	16600000	66.123	198.558	78.272

3	42400000	25.840	53.536	57.811

2	243000000	141.721	188.416	33.907

3	82100000	190.047	63.058	84.672

13	83950000	103.903	35.860	196.116

14	19050000	120.728	92.071	107.276

21	14950000	4.311	146.713	75.667

5	152550000	186.533	97.088	56.518

9	93750000	65.649	126.190	132.742

22	22950000	196.650	36.367	125.318

5	35650000	121.968	106.477	153.980

15	73350000	4.556	84.360	135.894

6	62850000	60.943	96.104	173.686

5	43100000	142.605	132.226	165.432

17	49450000	126.359	192.625	96.129

1	49400000	132.664	120.974	40.322

8	36100000	75.205	51.982	193.906

2	134250000	120.009	212.122	76.528

3	115550000	185.065	126.523	0.657

11	46250000	80.627	89.005	8.011

9	12450000	113.312	188.637	163.967

10	43900000	29.025	138.726	81.553

5	144750000	170.832	102.724	7.197

3	37600000	74.857	42.363	83.818

8	126150000	122.718	130.853	26.709

8	140150000	33.226	126.684	60.095

6	99250000	139.223	189.085	165.131

6	50000000	34.422	72.635	132.820

1	135900000	185.278	182.252	85.849

9	2550000	172.068	120.762	103.997

4	131950000	76.480	219.608	59.959

6	112800000	163.205	155.487	106.947

11	32850000	20.077	47.603	61.535

1	61474	71.905	61.444	88.229

18	7350000	165.517	77.289	9.742

10	134751399	180.333	136.758	48.880

15	66250000	51.752	86.908	191.503

1	107500000	140.365	156.180	178.995

18	332366	110.202	170.032	31.083

5	100950000	120.493	216.952	96.101

3	148500000	123.205	146.953	22.676

3	76650000	192.201	17.327	63.853

13	48900000	12.235	70.543	75.307

13	48500000	16.930	59.629	71.802

5	12450000	137.425	57.358	171.770

14	105000000	106.297	189.152	77.579

4	175750000	47.417	84.143	15.404

18	38950000	171.080	7.058	90.842

13	43050000	46.502	58.896	29.854

22	4500000	162.675	104.283	142.873

9	53150000	100.048	104.631	86.321

17	19050000	144.117	103.634	48.151

8	68750000	179.671	109.472	145.953

13	90350000	98.192	89.808	161.902

10	36850000	27.445	179.602	124.788

6	103100000	126.486	154.007	211.112

15	20350000	158.653	143.621	134.739

14	23850000	183.897	114.362	111.814

22	43700000	30.531	148.225	56.672

2	153050000	69.199	168.574	27.349

13	108250000	142.395	140.434	161.704

4	45800000	107.738	141.237	191.770

2	177750000	166.330	135.950	40.572

5	26450000	80.720	125.955	206.605

2	15400000	90.491	42.483	106.632

7	137700000	133.159	15.232	153.403

1	63650000	121.177	184.088	58.951

6	7650000	74.211	9.379	77.079

9	29250000	82.072	66.086	45.671

1	59200000	126.693	147.358	30.328

7	154350000	142.194	17.845	87.879

12	76750000	187.826	51.251	91.486

13	18150000	105.622	102.063	81.806

1	122350000	61.821	98.324	58.348

5	147350000	164.375	108.504	40.750

14	47050000	109.784	-22.717	50.114

10	69550000	-12.817	69.313	35.737

17	48200000	157.771	185.007	107.220

17	54500000	48.238	196.453	115.752

5	170150000	109.112	44.441	40.549

16	23700000	47.176	-8.531	67.995

4	433095	95.719	52.179	98.971

5	151750000	163.177	86.840	39.514

7	113450000	146.144	51.179	201.566

7	43850000	48.680	98.482	82.841

1	100700000	155.504	157.305	159.422

15	96000000	119.402	44.919	-3.821

18	60200000	59.083	57.554	200.663

9	28700000	125.170	51.146	8.730

15	33450000	188.869	142.116	102.563

13	17150000	63.897	120.834	75.535

10	111850000	40.367	-8.257	141.685

18	2550000	148.265	134.953	21.885

3	26650000	117.759	53.766	160.790

6	57400000	26.829	113.306	140.385

15	32300000	170.860	123.029	122.137

16	38600000	110.945	80.573	40.500

9	129950000	18.119	66.678	63.097

1	154500000	57.403	88.432	200.109

1	131900000	148.190	139.587	113.876

6	94300000	100.958	203.452	175.188

17	9250000	214.173	36.176	93.414

1	195800000	110.130	9.825	113.793

8	119250000	67.396	179.474	114.834

13	62800000	36.667	-14.776	126.981

11	5850000	138.409	38.080	80.512

12	97250000	118.993	11.036	88.548

2	121450000	167.657	232.922	97.999

6	73700000	41.662	174.266	138.998

3	156300000	95.560	174.044	47.229

1	48950000	140.140	121.122	43.872

21	41950000	151.560	24.146	178.830

19	3100000	133.955	25.708	163.357

7	16300000	59.220	208.617	83.895

14	72300000	47.913	85.071	176.357

8	85500000	102.650	169.528	185.992

18	14800000	97.564	102.003	27.203

6	100450000	135.329	175.323	145.419

9	110050000	104.038	81.792	167.243

15	23200000	194.873	168.847	148.998

22	27750000	207.248	104.684	39.443

1	84400000	160.244	170.336	106.403

2	21100000	54.500	76.267	139.973

5	8750000	100.880	50.715	179.379

3	85800000	183.673	33.392	34.469

7	129150000	158.107	56.810	100.981

9	73100000	64.373	91.572	85.402

9	38150000	99.081	60.326	111.908

3	38450000	70.798	42.956	77.715

21	41500000	140.808	14.307	167.709

17	13150000	136.948	23.149	41.541

2	201950000	81.096	60.334	28.666

16	24350000	52.926	-8.252	54.356

12	116850000	96.413	115.789	-4.972

8	90300000	96.303	175.529	158.195

2	3100000	39.736	59.281	64.110

8	144500000	134.092	66.095	-34.876

2	3600000	42.981	59.249	70.517

14	27150000	191.411	91.674	45.080

16	42850000	123.874	73.293	153.477

2	122800000	172.819	223.956	80.950

10	34650000	59.447	161.678	124.093

4	190747227	15.496	163.783	157.471

1	185350000	179.269	32.027	128.949

1	58600000	121.477	142.926	25.351

2	155300000	87.433	153.397	46.805

11	114650000	148.977	149.823	148.810

7	20350000	37.537	184.757	69.502

3	34750000	77.955	34.624	111.152

1	68400000	172.659	156.734	57.068

19	53150000	86.388	5.026	52.445

7	91100000	154.393	123.028	202.489

1	51400000	81.254	132.706	52.745

5	119350000	113.122	160.210	39.210

4	70900000	177.843	131.794	142.043

2	5400000	40.201	90.594	79.843

5	48950000	38.462	154.209	181.051

22	12150000	33.898	84.666	11.690

12	30050000	112.962	152.479	180.283

6	140000000	169.096	82.615	125.001

19	12900000	48.240	122.069	145.262

1	27250000	9.588	165.437	152.609

5	123650000	166.432	142.391	76.429

10	6950000	111.313	143.357	0.783

5	66800000	85.695	142.429	133.190

3	122400000	98.470	61.109	-49.264

10	105400000	115.572	4.557	62.180

8	94450000	169.885	164.838	101.529

7	4050000	156.671	125.981	2.911

1	224350000	44.498	42.826	81.662

3	100300000	165.655	56.690	-0.795

3	107000000	169.326	80.118	-1.361

12	131900000	56.163	59.838	33.408

1	247750000	102.193	68.795	45.582

17	17950000	174.544	74.514	49.106

5	165400000	164.582	23.355	62.091

7	51550000	32.179	174.761	133.974

1	464473	22.457	90.814	75.064

7	122300000	82.030	46.262	190.022

18	76600000	164.033	88.945	167.445

1	194950000	107.708	8.060	126.698

3	79600000	193.635	18.255	103.197

3	15600000	100.100	91.374	140.875

13	73650000	145.491	24.284	146.094

7	100450000	194.919	115.096	87.333

6	32100000	76.575	137.768	3.864

1	240450000	128.045	62.322	32.597

22	42400000	46.798	181.809	90.537

11	3800000	184.633	40.977	60.412

8	144650000	135.569	60.143	-35.510

2	73750000	190.881	124.754	171.738

4	44100000	126.244	137.677	206.517

7	56750000	64.280	157.282	135.694

6	26550000	60.837	78.374	86.959

15	26100000	132.446	150.049	143.398

1	115650000	105.880	143.130	179.326

13	20800000	124.352	155.055	27.046

13	99550000	93.667	149.879	155.974

15	84550000	99.240	31.075	32.347

15	42900000	121.525	156.298	60.353

2	173250000	94.856	120.418	55.402

3	106350000	172.414	71.584	-3.994

11	122650000	122.987	131.513	211.943

3	128850000	39.254	87.493	-15.196

5	14950000	121.124	71.316	185.151

14	74450000	93.503	139.599	176.171

11	111800000	96.111	148.874	190.040

20	15900000	32.846	156.495	64.931

20	25350000	33.468	130.724	144.041

15	92450000	93.391	80.514	-22.549

9	24800000	40.257	31.521	64.650

4	119350000	116.292	182.037	91.694

10	53050000	14.972	105.582	94.857

11	21450000	56.428	12.783	73.682

10	105050000	126.536	9.249	51.394

6	169950000	163.124	43.319	49.127

9	128700000	9.147	83.355	84.968

21	29200000	-6.398	34.730	90.213

1	30600000	11.201	171.347	122.625

3	69250000	120.876	-3.309	15.866

4	142250000	105.765	155.936	6.918

14	86100000	-19.629	63.603	77.774

6	128350000	187.777	102.236	194.847

12	47800000	156.345	153.979	136.295

4	36950000	119.459	53.968	171.815

6	132500000	208.456	100.903	142.996

2	203500000	92.701	50.372	16.676

15	59700000	60.846	134.992	173.096

15	27750000	125.265	141.635	157.033

7	66150000	130.220	146.685	114.809

3	14050000	72.389	81.058	119.780

20	40000000	65.321	37.414	176.141

6	90400000	100.010	180.710	94.819

13	81800000	133.609	50.440	196.070

8	141050000	53.255	104.437	44.550

16	73350000	96.558	205.080	89.191

17	3550000	109.532	-22.520	89.634

15	81600000	28.830	69.192	70.502

10	126850000	151.141	12.746	136.581

16	54600000	17.380	132.841	56.836

8	4100000	33.055	47.870	144.739

12	27600000	76.746	113.125	184.472

